                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    266,                0.87712,                0.60079,                  1.063,                0.98752,                0.68534,                 1.0846,                0.83819,                0.66783,                0.73151,                0.43175,                 1.6236,                 1.5469,                 1.9199,                 1.6782,                 1.9258,                 1.8647,             0.00081605,             0.00081605,             0.00081605
                    267,                0.87037,                0.60559,                 1.0596,                0.98656,                0.70719,                 1.0889,                 0.8083,                0.69478,                0.73753,                0.44067,                 1.6065,                 1.4447,                 1.8927,                  1.692,                 1.7781,                 1.8417,             0.00081283,             0.00081283,             0.00081283
                    268,                 0.8737,                0.59931,                 1.0666,                0.99027,                0.70016,                 1.0899,                0.84411,                0.68507,                0.74895,                0.45636,                 1.6011,                 1.4422,                 1.8739,                 1.6499,                 1.7783,                 1.8141,              0.0008096,              0.0008096,              0.0008096
                    269,                0.85741,                0.59149,                 1.0522,                0.96625,                0.68644,                 1.0757,                0.82632,                0.65512,                0.73423,                0.44376,                 1.5969,                 1.5304,                 1.8921,                 1.6502,                 1.8789,                 1.8328,             0.00080638,             0.00080638,             0.00080638
                    270,                0.85103,                0.58521,                 1.0578,                0.95172,                  0.668,                  1.082,                0.83922,                0.65268,                0.72236,                0.43196,                 1.6023,                 1.5634,                 1.8787,                 1.6531,                 1.9495,                 1.8201,             0.00080316,             0.00080316,             0.00080316
                    271,                0.84708,                0.57936,                 1.0512,                0.94775,                0.66079,                 1.0734,                0.83867,                0.62479,                0.69836,                0.42156,                 1.6291,                 1.5866,                 1.8995,                 1.6846,                  1.936,                 1.8552,             0.00079993,             0.00079993,             0.00079993
                    272,                0.84772,                0.58048,                  1.057,                0.94553,                0.66646,                 1.0812,                0.82209,                0.64683,                0.70386,                0.41627,                 1.6305,                 1.6038,                 1.8891,                 1.6622,                 1.9438,                 1.8465,             0.00079671,             0.00079671,             0.00079671
                    273,                0.84837,                0.59023,                  1.057,                0.95461,                0.69558,                 1.0798,                0.84702,                0.61183,                0.68708,                0.42264,                 1.6092,                 1.6005,                 1.8731,                 1.6543,                 1.9581,                  1.841,             0.00079349,             0.00079349,             0.00079349
                    274,                0.86046,                0.60183,                 1.0619,                0.95176,                0.69876,                 1.0838,                0.83479,                0.63335,                 0.7132,                 0.4304,                 1.6178,                 1.5674,                 1.8737,                  1.654,                 1.9459,                 1.8254,             0.00079026,             0.00079026,             0.00079026
                    275,                 0.8416,                0.56887,                 1.0453,                0.95319,                0.65511,                 1.0707,                0.83337,                0.64789,                0.72354,                0.44063,                 1.6295,                 1.5369,                 1.8884,                 1.6806,                 1.8754,                 1.8639,             0.00078704,             0.00078704,             0.00078704
                    276,                0.83444,                0.57345,                 1.0431,                 0.9393,                0.66142,                 1.0686,                0.82929,                 0.6275,                0.71745,                0.42773,                 1.6104,                 1.5456,                 1.8989,                 1.6632,                 1.9203,                 1.8614,             0.00078382,             0.00078382,             0.00078382
                    277,                0.85804,                0.57183,                 1.0419,                0.96044,                 0.6494,                 1.0677,                0.85828,                0.61831,                0.71069,                0.43111,                 1.5911,                 1.5339,                 1.8468,                 1.6643,                 1.8981,                 1.8405,             0.00078059,             0.00078059,             0.00078059
                    278,                0.84084,                0.58199,                 1.0472,                0.94895,                0.67414,                 1.0709,                0.78758,                 0.6339,                0.70673,                0.41877,                 1.6192,                 1.5268,                 1.8788,                 1.6941,                  1.836,                 1.8741,             0.00077737,             0.00077737,             0.00077737
                    279,                0.85044,                0.57559,                 1.0567,                0.96084,                0.66391,                 1.0886,                0.83268,                0.63863,                0.72279,                0.42555,                 1.6289,                 1.5475,                 1.8892,                 1.6732,                  1.918,                 1.8547,             0.00077415,             0.00077415,             0.00077415
                    280,                0.85863,                 0.5844,                 1.0638,                0.97195,                0.67742,                 1.0941,                0.84572,                0.62218,                0.71353,                 0.4304,                  1.625,                 1.5113,                 1.8901,                 1.6808,                 1.8475,                 1.8492,             0.00077092,             0.00077092,             0.00077092
                    281,                0.84592,                0.57625,                  1.047,                0.95983,                0.65679,                 1.0728,                0.84886,                0.66111,                0.73573,                0.43548,                 1.5993,                  1.538,                 1.8544,                 1.6715,                 1.8807,                 1.8369,              0.0007677,              0.0007677,              0.0007677
                    282,                0.83805,                0.58368,                 1.0417,                0.95379,                 0.6836,                 1.0738,                0.84198,                0.68664,                0.75691,                0.45126,                 1.6209,                 1.4743,                 1.8995,                 1.6604,                 1.8199,                 1.8441,             0.00076448,             0.00076448,             0.00076448
                    283,                0.85626,                0.56775,                 1.0472,                0.96297,                0.64338,                 1.0718,                0.83895,                0.67112,                0.74129,                0.44124,                 1.6226,                 1.5368,                 1.9138,                  1.678,                 1.8675,                 1.8657,             0.00076125,             0.00076125,             0.00076125
                    284,                0.82124,                0.56348,                 1.0395,                0.93195,                0.64661,                 1.0708,                0.87834,                0.64988,                0.73871,                0.45028,                 1.5963,                  1.556,                 1.8699,                 1.6461,                 1.9146,                 1.8177,             0.00075803,             0.00075803,             0.00075803
                    285,                0.82417,                0.56447,                 1.0405,                0.92465,                0.65585,                 1.0636,                0.83584,                0.67561,                0.74418,                0.44562,                 1.5798,                 1.4889,                  1.847,                 1.6513,                 1.8612,                 1.8346,             0.00075481,             0.00075481,             0.00075481
                    286,                0.83395,                0.57255,                 1.0545,                0.93768,                0.66916,                 1.0775,                0.79131,                0.69555,                0.73833,                0.44076,                 1.6089,                 1.5155,                 1.8822,                 1.6757,                 1.8619,                 1.8508,             0.00075158,             0.00075158,             0.00075158
                    287,                0.85785,                0.58347,                  1.057,                0.97416,                  0.667,                 1.0826,                0.83566,                0.66035,                0.73627,                0.42736,                 1.5977,                 1.5129,                 1.8733,                 1.6761,                 1.8362,                 1.8496,             0.00074836,             0.00074836,             0.00074836
                    288,                0.81346,                0.55375,                 1.0296,                0.93365,                 0.6407,                  1.054,                 0.8521,                0.63605,                0.72514,                0.41929,                 1.6005,                 1.5231,                 1.8633,                 1.6692,                 1.8749,                 1.8505,             0.00074514,             0.00074514,             0.00074514
                    289,                0.80565,                 0.5507,                 1.0277,                0.90143,                0.61527,                 1.0501,                0.79863,                0.66939,                0.72743,                0.43747,                 1.5776,                 1.4939,                   1.85,                 1.6561,                 1.8715,                 1.8418,             0.00074191,             0.00074191,             0.00074191
                    290,                0.83895,                0.56464,                 1.0454,                0.94193,                0.64445,                 1.0686,                0.83796,                0.66752,                0.73106,                0.44086,                 1.5895,                 1.4951,                 1.8666,                 1.6501,                 1.8107,                 1.8415,             0.00073869,             0.00073869,             0.00073869
                    291,                0.82104,                0.56205,                 1.0354,                 0.9261,                0.65899,                 1.0615,                 0.8553,                0.65217,                0.72973,                0.43667,                 1.5991,                 1.5247,                   1.87,                  1.664,                 1.8775,                 1.8275,             0.00073547,             0.00073547,             0.00073547
                    292,                0.82646,                0.55788,                 1.0436,                0.91994,                0.63561,                 1.0631,                0.80879,                0.69208,                0.73183,                0.43164,                 1.5842,                 1.5284,                 1.8704,                 1.6682,                 1.8922,                  1.833,             0.00073224,             0.00073224,             0.00073224
                    293,                0.83016,                0.56163,                 1.0439,                0.94213,                0.64907,                 1.0716,                0.86558,                0.65874,                0.73207,                0.43471,                 1.5968,                 1.5066,                 1.8918,                 1.6581,                 1.9053,                 1.8461,             0.00072902,             0.00072902,             0.00072902
                    294,                0.81578,                0.55406,                 1.0357,                0.92356,                0.63117,                 1.0564,                0.85753,                0.68874,                0.74856,                0.44504,                  1.622,                 1.5176,                 1.9087,                 1.6626,                 1.9231,                 1.8356,              0.0007258,              0.0007258,              0.0007258
                    295,                0.83034,                0.56065,                 1.0345,                0.94259,                0.63986,                 1.0599,                 0.8477,                0.66374,                0.75008,                0.44318,                 1.6173,                 1.4982,                 1.9091,                  1.676,                 1.8708,                 1.8557,             0.00072257,             0.00072257,             0.00072257
                    296,                0.84328,                0.59534,                 1.0513,                0.95758,                0.69813,                 1.0791,                0.81124,                0.67505,                0.73136,                0.43798,                 1.6053,                 1.5125,                 1.8829,                 1.6439,                 1.8824,                 1.8253,             0.00071935,             0.00071935,             0.00071935
                    297,                0.81674,                0.55698,                 1.0436,                0.91853,                0.63422,                 1.0681,                 0.8132,                0.70492,                0.74967,                0.45038,                 1.6025,                 1.5141,                 1.8949,                 1.6298,                 1.8822,                 1.8272,             0.00071613,             0.00071613,             0.00071613
                    298,                0.81001,                0.56335,                 1.0302,                0.91955,                0.63756,                  1.056,                0.83266,                0.66558,                0.74715,                0.45138,                 1.6043,                 1.4733,                 1.9014,                 1.6477,                 1.8144,                 1.8441,              0.0007129,              0.0007129,              0.0007129
                    299,                0.81448,                 0.5516,                 1.0366,                0.91862,                 0.6259,                 1.0586,                0.83595,                0.69641,                0.74917,                0.44974,                 1.6131,                 1.5239,                 1.9111,                 1.6573,                 1.8584,                 1.8539,             0.00070968,             0.00070968,             0.00070968
                    300,                  0.825,                0.56858,                 1.0371,                0.93397,                0.64787,                 1.0597,                0.76659,                0.67492,                0.71644,                0.42051,                 1.6253,                 1.5363,                 1.9271,                 1.6841,                 1.8863,                 1.8764,             0.00070646,             0.00070646,             0.00070646
                    301,                0.81786,                 0.5636,                 1.0414,                0.92279,                0.63098,                 1.0654,                0.84139,                0.63822,                0.72575,                0.43139,                 1.6178,                 1.5167,                 1.9453,                 1.6709,                 1.8711,                 1.8872,             0.00070323,             0.00070323,             0.00070323
                    302,                0.81155,                0.54484,                 1.0353,                0.91038,                0.60637,                 1.0574,                0.79577,                0.67047,                 0.7236,                0.44309,                 1.6062,                  1.507,                 1.9188,                 1.6723,                 1.8604,                 1.8984,             0.00070001,             0.00070001,             0.00070001
                    303,                 0.8197,                0.54095,                 1.0342,                 0.9235,                0.62136,                 1.0498,                0.81441,                0.67577,                0.72004,                0.44414,                 1.5958,                 1.5274,                 1.8974,                 1.6635,                 1.9148,                 1.8615,             0.00069679,             0.00069679,             0.00069679
                    304,                0.82572,                0.55727,                 1.0399,                0.93474,                0.63326,                 1.0611,                0.80319,                0.67445,                0.71059,                0.42688,                 1.5959,                 1.5903,                 1.9132,                 1.6595,                 1.9825,                 1.8784,             0.00069356,             0.00069356,             0.00069356
                    305,                0.82269,                0.55005,                 1.0429,                0.92927,                0.63874,                  1.062,                0.79365,                 0.6747,                0.71994,                0.42751,                 1.6007,                 1.5389,                 1.9005,                 1.6559,                 1.9696,                 1.8611,             0.00069034,             0.00069034,             0.00069034
                    306,                0.80992,                0.54137,                 1.0311,                0.91884,                0.61195,                  1.052,                  0.813,                0.64029,                0.72113,                0.42643,                  1.604,                  1.534,                 1.9063,                 1.6795,                  1.915,                 1.8753,             0.00068712,             0.00068712,             0.00068712
                    307,                0.79143,                0.54416,                 1.0262,                0.90054,                0.61412,                 1.0519,                0.84106,                0.61764,                0.70248,                0.41386,                 1.5863,                 1.5655,                 1.8823,                 1.6704,                 1.9335,                 1.8639,             0.00068389,             0.00068389,             0.00068389
                    308,                0.81435,                0.55579,                 1.0398,                0.91137,                0.61852,                 1.0571,                 0.8041,                0.63805,                0.70103,                0.41342,                 1.5886,                 1.5623,                 1.8902,                 1.6477,                 1.9746,                 1.8489,             0.00068067,             0.00068067,             0.00068067
                    309,                0.80022,                 0.5274,                 1.0208,                0.89259,                0.59541,                 1.0404,                0.80887,                0.66157,                0.71253,                0.41869,                 1.5942,                 1.5584,                 1.8996,                 1.6832,                 1.9054,                 1.8863,             0.00067745,             0.00067745,             0.00067745
                    310,                0.80415,                0.53732,                 1.0228,                0.91116,                0.61007,                 1.0421,                0.80547,                0.64367,                0.71688,                 0.4276,                 1.5808,                 1.5463,                 1.8947,                 1.6474,                 1.9729,                 1.8409,             0.00067422,             0.00067422,             0.00067422
                    311,                0.81037,                0.55532,                 1.0364,                0.91735,                 0.6433,                 1.0615,                0.83738,                0.61863,                0.71583,                0.43002,                 1.5973,                  1.594,                 1.8873,                 1.6607,                 1.9254,                 1.8509,               0.000671,               0.000671,               0.000671
                    312,                0.81358,                0.55599,                 1.0347,                0.92093,                0.64292,                 1.0618,                0.81405,                0.67148,                0.72941,                0.43921,                 1.5747,                 1.5675,                 1.8752,                 1.6567,                 1.9098,                  1.862,             0.00066778,             0.00066778,             0.00066778
                    313,                 0.8044,                0.54783,                 1.0249,                0.91621,                0.63189,                 1.0511,                0.82587,                0.65047,                0.73362,                 0.4364,                 1.5837,                 1.5655,                 1.8895,                 1.6656,                 1.8971,                 1.8697,             0.00066455,             0.00066455,             0.00066455
                    314,                   0.81,                 0.5529,                 1.0313,                0.90843,                0.64242,                 1.0563,                0.77607,                0.69951,                 0.7491,                0.44368,                 1.5641,                  1.568,                 1.8783,                 1.6483,                 1.9114,                 1.8638,             0.00066133,             0.00066133,             0.00066133
                    315,                0.80838,                0.53975,                 1.0251,                 0.9128,                0.62084,                 1.0474,                0.80768,                0.69097,                0.75379,                0.43957,                  1.593,                 1.5577,                  1.903,                 1.6597,                 1.9312,                 1.8678,             0.00065811,             0.00065811,             0.00065811
                    316,                0.81304,                0.54509,                 1.0301,                 0.9109,                0.61562,                 1.0529,                0.80854,                0.66396,                0.73326,                0.44131,                 1.5941,                 1.5428,                 1.8977,                 1.6683,                 1.8954,                 1.8512,             0.00065488,             0.00065488,             0.00065488
                    317,                0.81619,                0.55665,                 1.0359,                0.92398,                0.64252,                 1.0565,                0.79343,                0.69044,                0.73953,                0.44265,                 1.5726,                 1.5541,                 1.8657,                 1.6542,                 1.9043,                 1.8581,             0.00065166,             0.00065166,             0.00065166
                    318,                0.78517,                0.53604,                  1.024,                0.87854,                0.61723,                 1.0474,                0.78578,                0.69487,                0.73283,                0.42721,                 1.5671,                 1.5822,                 1.8822,                 1.6453,                  1.959,                 1.8619,             0.00064844,             0.00064844,             0.00064844
                    319,                0.79526,                 0.5323,                 1.0164,                0.90474,                0.59717,                 1.0375,                0.81469,                0.69158,                0.73649,                0.43914,                 1.5595,                 1.5536,                 1.8655,                  1.664,                 1.9122,                  1.878,             0.00064521,             0.00064521,             0.00064521
                    320,                 0.8049,                0.54503,                  1.024,                0.89897,                 0.6197,                 1.0442,                0.80452,                0.71726,                0.74262,                0.44691,                 1.5702,                 1.5559,                 1.8918,                 1.6465,                 1.9165,                 1.8681,             0.00064199,             0.00064199,             0.00064199
                    321,                0.78772,                0.52601,                 1.0229,                0.89325,                0.59583,                 1.0502,                0.84545,                0.68178,                0.74592,                0.44664,                 1.5671,                 1.5027,                 1.8675,                 1.6366,                 1.8561,                 1.8356,             0.00063877,             0.00063877,             0.00063877
                    322,                 0.7655,                0.51751,                 1.0073,                0.87653,                0.59147,                 1.0342,                0.82194,                0.69305,                 0.7413,                0.44969,                 1.5411,                 1.5234,                 1.8356,                 1.6194,                 1.9053,                 1.8198,             0.00063554,             0.00063554,             0.00063554
                    323,                0.78113,                0.51787,                 1.0216,                0.89514,                0.58154,                 1.0485,                0.80803,                0.69028,                 0.7518,                0.45723,                 1.5574,                 1.5109,                 1.8459,                 1.6255,                 1.8948,                 1.8206,             0.00063232,             0.00063232,             0.00063232
                    324,                 0.7796,                0.52217,                 1.0177,                 0.8821,                0.59196,                 1.0395,                0.88692,                0.63628,                0.74947,                0.45271,                 1.5675,                 1.5056,                 1.8728,                 1.6162,                 1.9178,                 1.8169,              0.0006291,              0.0006291,              0.0006291
                    325,                0.77211,                0.52863,                 1.0126,                0.88573,                0.60895,                  1.037,                0.84644,                0.67105,                0.74707,                0.45162,                 1.5742,                 1.5598,                 1.8733,                 1.6272,                 1.9887,                 1.8214,             0.00062587,             0.00062587,             0.00062587
                    326,                0.79805,                0.54392,                 1.0209,                0.90477,                0.63281,                 1.0467,                0.87958,                0.67404,                0.75632,                0.45738,                 1.5656,                 1.5378,                 1.8786,                 1.6203,                 1.9595,                 1.8392,             0.00062265,             0.00062265,             0.00062265
                    327,                0.76659,                0.51874,                 1.0109,                0.87214,                0.58289,                 1.0347,                 0.7765,                0.70676,                0.73963,                0.44412,                 1.5794,                  1.525,                 1.8907,                 1.6283,                 1.9564,                 1.8437,             0.00061943,             0.00061943,             0.00061943
                    328,                0.78308,                0.53264,                 1.0157,                0.89469,                0.61065,                 1.0382,                0.86982,                0.66262,                0.74581,                0.45624,                 1.5529,                 1.5102,                 1.8556,                 1.6178,                 1.9456,                 1.8257,              0.0006162,              0.0006162,              0.0006162
                    329,                0.76565,                 0.5168,                 1.0105,                0.86186,                0.59797,                 1.0334,                0.81307,                0.68942,                0.74751,                0.45809,                 1.5644,                 1.4811,                 1.8756,                 1.6146,                 1.9236,                 1.8285,             0.00061298,             0.00061298,             0.00061298
                    330,                 0.7635,                0.53101,                 1.0105,                0.85992,                0.61041,                 1.0308,                 0.8146,                0.65509,                0.73925,                   0.46,                 1.5562,                 1.4724,                 1.8802,                 1.6478,                 1.8759,                 1.8715,             0.00060976,             0.00060976,             0.00060976
                    331,                0.78637,                0.52932,                  1.016,                0.89145,                0.60181,                 1.0408,                0.82966,                0.66511,                0.74841,                0.45356,                 1.5631,                 1.4664,                 1.8941,                 1.6529,                 1.8464,                   1.87,             0.00060653,             0.00060653,             0.00060653
                    332,                0.77759,                0.52152,                 1.0181,                0.87652,                0.59285,                 1.0394,                0.83798,                0.68654,                0.75595,                0.46172,                 1.5575,                 1.4836,                 1.8913,                 1.6341,                 1.8633,                 1.8574,             0.00060331,             0.00060331,             0.00060331
                    333,                0.79704,                0.53635,                 1.0289,                0.89906,                0.62149,                 1.0557,                 0.8052,                0.68915,                0.74163,                0.45397,                 1.5577,                 1.4813,                  1.882,                 1.6151,                 1.9095,                 1.8405,             0.00060009,             0.00060009,             0.00060009
                    334,                0.78878,                0.51646,                 1.0176,                0.88977,                0.58198,                 1.0372,                 0.8498,                0.67611,                0.74628,                0.45792,                 1.5526,                 1.5023,                 1.8649,                 1.6296,                 1.9139,                 1.8259,             0.00059686,             0.00059686,             0.00059686
                    335,                0.76666,                0.51459,                 1.0128,                0.87585,                0.58446,                  1.036,                0.81482,                0.68357,                0.73677,                0.45346,                 1.5616,                 1.5296,                 1.8614,                 1.6401,                 1.9255,                 1.8229,             0.00059364,             0.00059364,             0.00059364
                    336,                0.76785,                0.50995,                 1.0054,                0.86777,                0.57932,                 1.0257,                0.89875,                0.64367,                0.74345,                0.45468,                 1.5738,                 1.5243,                 1.8934,                 1.6333,                 1.9356,                 1.8405,             0.00059042,             0.00059042,             0.00059042
                    337,                0.77279,                0.51901,                 1.0112,                0.88093,                0.59926,                 1.0418,                0.88485,                0.66291,                0.74781,                0.45616,                  1.564,                 1.4692,                 1.8919,                 1.6419,                 1.9042,                 1.8582,             0.00058719,             0.00058719,             0.00058719
                    338,                0.74434,                0.50142,                 1.0052,                0.83385,                0.55494,                 1.0278,                 0.8358,                0.70628,                 0.7534,                0.45775,                 1.5707,                 1.4699,                  1.895,                 1.6406,                 1.8681,                 1.8524,             0.00058397,             0.00058397,             0.00058397
                    339,                0.77161,                0.51512,                 1.0084,                0.87367,                0.57588,                  1.033,                  0.838,                 0.6981,                0.75319,                0.45285,                 1.5686,                 1.4946,                  1.889,                 1.6212,                 1.9229,                  1.838,             0.00058075,             0.00058075,             0.00058075
                    340,                0.76718,                0.50988,                 1.0115,                0.87986,                0.58529,                 1.0402,                0.87568,                0.66469,                0.75595,                0.44724,                 1.5575,                 1.5221,                 1.8984,                 1.6407,                 1.8891,                 1.8782,             0.00057752,             0.00057752,             0.00057752
                    341,                 0.7633,                0.49734,                 1.0111,                0.85849,                0.56382,                 1.0376,                0.87149,                0.69888,                0.76444,                0.46158,                 1.5389,                 1.5229,                  1.865,                 1.6121,                 1.9142,                 1.8405,              0.0005743,              0.0005743,              0.0005743
                    342,                0.75355,                0.51708,                 1.0083,                0.85184,                 0.5872,                 1.0326,                0.84765,                 0.7204,                 0.7658,                0.46184,                 1.5277,                 1.5107,                 1.8521,                 1.6169,                 1.9318,                 1.8459,             0.00057108,             0.00057108,             0.00057108
                    343,                0.76187,                0.51324,                 1.0062,                0.87217,                0.60207,                 1.0303,                0.84314,                0.72232,                0.76552,                0.46165,                 1.5209,                 1.5355,                 1.8502,                 1.6073,                 1.9224,                 1.8411,             0.00056785,             0.00056785,             0.00056785
                    344,                0.76041,                0.51634,                   1.01,                0.86284,                0.58751,                  1.034,                 0.8353,                0.70262,                 0.7525,                0.46253,                 1.5324,                 1.5264,                 1.8641,                 1.6275,                 1.8963,                 1.8599,             0.00056463,             0.00056463,             0.00056463
                    345,                 0.7652,                0.51084,                 1.0068,                0.86745,                0.57525,                 1.0281,                0.87686,                0.66916,                0.75228,                0.46512,                 1.5367,                 1.5329,                 1.8712,                 1.6293,                 1.8911,                 1.8535,             0.00056141,             0.00056141,             0.00056141
                    346,                0.74894,                0.50268,                 1.0022,                0.84442,                0.57151,                 1.0241,                0.89229,                0.67647,                0.75586,                0.46833,                 1.5281,                 1.5067,                 1.8603,                 1.6338,                 1.8974,                 1.8569,             0.00055818,             0.00055818,             0.00055818
                    347,                 0.7593,                0.51509,                 1.0106,                0.86535,                0.59337,                 1.0387,                0.88135,                0.68212,                0.75374,                0.46066,                 1.5402,                 1.4819,                 1.8772,                 1.6386,                 1.8694,                 1.8627,             0.00055496,             0.00055496,             0.00055496
                    348,                0.76308,                0.50551,                0.99825,                0.87366,                0.57094,                 1.0195,                0.87771,                0.70596,                 0.7586,                0.46879,                 1.5297,                 1.4794,                 1.8606,                 1.6239,                 1.8801,                  1.846,             0.00055174,             0.00055174,             0.00055174
                    349,                0.74959,                0.49208,                 1.0076,                 0.8335,                0.53909,                 1.0248,                0.84823,                 0.7058,                0.75441,                0.46121,                 1.5163,                  1.476,                 1.8515,                 1.6106,                 1.8819,                 1.8286,             0.00054851,             0.00054851,             0.00054851
                    350,                0.73944,                0.49469,                0.99896,                0.83672,                0.56409,                 1.0211,                0.87643,                0.67315,                0.74371,                0.44574,                 1.5472,                  1.517,                 1.8849,                 1.6355,                 1.8885,                 1.8647,             0.00054529,             0.00054529,             0.00054529
                    351,                0.76865,                 0.5076,                 1.0028,                0.88203,                0.58151,                 1.0263,                 0.8265,                0.69758,                 0.7478,                0.44627,                 1.5571,                 1.5504,                 1.8979,                 1.6433,                 1.9185,                 1.8722,             0.00054207,             0.00054207,             0.00054207
                    352,                0.76445,                0.50286,                 1.0042,                0.86275,                0.57306,                 1.0274,                0.86088,                0.68354,                0.75539,                0.45144,                 1.5713,                 1.5454,                 1.9225,                 1.6399,                 1.9087,                 1.8828,             0.00053884,             0.00053884,             0.00053884
                    353,                 0.7441,                0.50584,                 1.0052,                 0.8456,                0.57288,                 1.0305,                0.85127,                0.68554,                0.75258,                0.45241,                 1.5598,                 1.5362,                 1.9048,                 1.6464,                  1.902,                 1.8936,             0.00053562,             0.00053562,             0.00053562
                    354,                0.73768,                0.50146,                0.99379,                 0.8336,                0.56629,                 1.0166,                0.85539,                0.67489,                0.74813,                0.45342,                 1.5484,                 1.4885,                  1.904,                 1.6425,                 1.8944,                 1.8948,              0.0005324,              0.0005324,              0.0005324
                    355,                0.76721,                0.50022,                 1.0051,                0.87113,                0.57098,                 1.0282,                0.82053,                0.69317,                0.74673,                0.45938,                 1.5573,                 1.4995,                 1.8946,                 1.6418,                 1.8849,                 1.8765,             0.00052917,             0.00052917,             0.00052917
                    356,                0.74832,                0.49607,                0.99651,                0.85499,                0.55879,                 1.0215,                0.88311,                0.64886,                0.74209,                0.45379,                 1.5545,                 1.5347,                 1.8854,                 1.6344,                 1.9239,                 1.8797,             0.00052595,             0.00052595,             0.00052595
                    357,                0.72871,                0.49248,                0.99571,                0.82212,                0.55941,                  1.023,                  0.894,                0.65163,                0.74383,                0.44579,                 1.5574,                 1.5661,                 1.8901,                 1.6452,                  1.951,                 1.8848,             0.00052273,             0.00052273,             0.00052273
                    358,                0.74923,                0.50149,                 1.0067,                0.84692,                0.56995,                 1.0281,                0.85712,                0.66656,                0.74132,                 0.4461,                 1.5582,                 1.5199,                 1.8834,                 1.6539,                 1.9402,                 1.8835,              0.0005195,              0.0005195,              0.0005195
                    359,                0.73963,                0.49253,                0.99459,                  0.843,                0.55372,                 1.0207,                0.82785,                0.66644,                0.73733,                0.44975,                 1.5475,                 1.5173,                 1.8628,                 1.6466,                 1.9127,                 1.8753,             0.00051628,             0.00051628,             0.00051628
